GENE,cluster1,cluster2,cluster3,cluster4
RAB37,0.5599538340631893,0.0,0.0,0.4400461659368121
CD6,0.0029330662679588294,0.0,0.0,0.9970669337320399
AUTS2,0.15562159936709813,0.0,0.0,0.8443784006329018
NR4A2,1.0,0.0,0.0,3.1577149344281384e-28
CAMTA1,9.76213003306109e-05,0.0,0.0,0.9999023786996697
EGR4,1.0,0.0,0.0,5.523549749460046e-17
ACTR5,1.0,0.0,0.0,7.097113397083733e-23
PRKAG2,0.00010049642077380536,0.0,0.0,0.9998995035792266
C9orf142,0.0027443034871253683,0.0,0.0,0.9972556965128748
LEF1,0.9999997663487352,0.0,0.0,2.336512662866619e-07
NFIC,0.012026638363047813,0.0,0.0,0.9879733616369528
ZSCAN9,1.0,0.0,0.0,1.0827663825196674e-20
TSC22D3,7.0838012755053495e-06,0.0,0.0,0.9999929161987257
IKZF1,0.9999999661570419,0.0,0.0,3.3842956819422e-08
ETS1,0.9999997723170263,0.0,0.0,2.2768297199386136e-07
C4orf48,0.9445857396662147,0.0,0.0,0.055414260333785964
CCND2,0.9999999997703561,0.0,0.0,2.296439318303577e-10
GFI1,0.9999718431693011,0.0,0.0,2.8156830698280856e-05
ASCL2,0.9944610196262097,0.0,0.0,0.005538980373789618
CACNA2D4,0.014854861771344232,0.0,0.0,0.985145138228656
IFITM10,0.014743874841904212,0.0,0.0,0.9852561251580975
PDE4A,0.999999388430409,0.0,0.0,6.115695892370338e-07
TAP1,0.0041420582996235505,0.0,0.0,0.9958579417003748
FAF1,0.00047700737356807225,0.0,0.0,0.9995229926264317
MT2A,0.9999999986112229,0.0,0.0,1.388778526410873e-09
PRKCZ,0.9999964927258781,0.0,0.0,3.5072741213470204e-06
IL2RB,0.0003019343247855844,0.0,0.0,0.9996980656752148
MT1X,1.0,0.0,0.0,9.255361461252542e-23
RORA,0.02309874809199637,0.0,0.0,0.9769012519080034
HOXB3,0.0,1.0,0.0,0.0
MT1F,1.0,0.0,0.0,4.8019082995083005e-61
LMNA,0.052591668131110575,0.0,0.0,0.9474083318688891
HOTAIRM1,6.045872669993829e-299,0.0,1.0,0.0
MFNG,8.34929419516318e-10,0.0,0.0,0.9999999991650697
PLCB2,0.0033302362166992435,0.0,0.0,0.9966697637833022
HLA-C,0.010176187517834868,0.0,0.0,0.9898238124821669
RASGEF1A,0.9999992931826409,0.0,0.0,7.068173579483e-07
SLC17A9,0.9998281395530549,0.0,0.0,0.0001718604469463335
ANP32B,0.002088756738743444,0.0,0.0,0.9979112432612551
ZBTB16,0.9999999999993641,0.0,0.0,6.363684822114602e-13
DLL1,1.0,0.0,0.0,3.985714615482406e-28
RAB11FIP4,0.024404129017775972,0.0,0.0,0.9755958709822229
MTHFSD,1.0,0.0,0.0,1.8153661560579413e-17
GMDS,0.00020620479257868262,0.0,0.0,0.9997937952074217
MTMR9,1.0,0.0,0.0,2.7859139732416314e-21
DUSP2,0.019340629710265726,0.0,0.0,0.9806593702897352
ZNHIT3,0.005251170619822515,0.0,0.0,0.9947488293801786
PSMG3-AS1,0.00011959814712928003,0.0,0.0,0.9998804018528709
ZEB2,0.9999997379054003,0.0,0.0,2.6209459990949394e-07
CELF2,0.9999998860176434,0.0,0.0,1.1398235792328344e-07
RPS4X,4.1795648836097245e-05,0.0,0.0,0.9999582043511641
HOXB2,0.0,1.0,0.0,0.0
CLYBL,0.00013331811128555504,0.0,0.0,0.9998666818887147
GRAP2,0.0006812373715683541,0.0,0.0,0.9993187626284331
NEURL1,0.9990039443482673,0.0,0.0,0.000996055651733086
ENTPD1-AS1,1.0,0.0,0.0,1.769652881934853e-21
HOXB4,0.0,1.0,0.0,0.0
STK3,9.961681506628948e-05,0.0,0.0,0.9999003831849332
NHSL2,0.0005259107928380309,0.0,0.0,0.999474089207161
RSRC1,1.0,0.0,0.0,3.010878616691753e-36
DUSP4,1.0,0.0,0.0,8.566628210283093e-24
FMNL1,0.002350478610236854,0.0,0.0,0.9976495213897615
TCF20,0.00013503350501419526,0.0,0.0,0.9998649664949862
