,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10,Cluster11,Cluster13
THAP3,0.0342935236636524,0.167669653853311,0.12913318877917,0.0363562235518164,0.0992723116738453,0.0747080487990324,0.135172280629447,0.148809211653238,0.0674458072859137,0.0517371939979555,0,0.0225017718497607,0
DNAJC11,0.00224849270346806,0.0231459730364566,0.028740606273478,0,0,0,0.0269754852023737,0,0.0190403775960492,0.054709246451533,0,0,0
CAMTA1,0.411397940498581,0.0520488760795525,0.14661559309943,0.289756532908424,0.175268680156297,0,0.15146182867491,0.332850213417252,0.43962306622252,0.332126159670425,0,0.321941569919511,1.89697833179407
VAMP3,0.187469550961677,0,0.0480235843545818,0.232605806817512,0.0512913499389358,0,0.0547223921458145,0.0434791660216492,0.130796118670861,0.06260543266803,0,0.106224633021386,1.34361157123749
PER3,0.0025866721601341,0,0,0,0,0.0795988088244672,0,0,0,0,0,0,0
TNFRSF9,0.0231743819650877,0,0.0319308929926675,0.011251772194677,0,0.094054706768299,0.103446235854263,0,0.0838805382613366,0.19505760912534,0,0,0
PARK7,0.499287173549922,0.859758560491727,0.744686416785602,0.744310085586132,0.968798049462093,1.24995519987052,1.06501813011475,0.832289955601123,1.09560058078529,1.99617742198921,0,2.60133276412611,1.34361157123749
ERRFI1,0.00708572773860442,0,0.00776572901900329,0,0,0,0.0143880452513234,0.0453421294564884,0.0136272706447868,0,0,0,0
SLC45A1,0,0,0,0,0,0,0,0,0,0,0,0,0
RERE,0.0489961838966931,0.0297068380852364,0.0191479889653507,0.0288196203141081,0.0406268177893949,0,0.0357059624047323,0.029036720242886,0.0196746298690703,0.0158212008731305,0,0.149559803577351,0
ENO1,1.0826499053909,1.12042013440521,1.03452010268485,1.25127209326954,1.04507522661321,0.966768403770134,1.11643079144508,0.964263833865872,1.62714260440811,2.80616484351826,2.11168655381106,1.43122882609059,1.34361157123749
ENO1-AS1,0.00271945139912219,0,0,0,0,0,0,0,0,0,0,0.0215720378414964,0
CA6,0.00108809869759244,0,0,0,0.00835274300375671,0,0,0.0304001581083327,0.00620195253710115,0,0,0,0
SLC2A5,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR157,0.00162098814177423,0,0,0.0124042409368254,0,0,0,0,0.348411394425677,0,0,0.0613993670478931,0
H6PD,0.00519457908077222,0,0.00850621794685426,0.00752756598761111,0.0278588061271626,0,0,0,0.0221961888547436,0.01435867143407,0,0.0378119579856765,0
SPSB1,0.0694445476096638,0.0283886625552018,0.056465979153197,0.0171474137285443,0.0610614016808056,0,0.0412541127675786,0.0455006914743317,0.0863905983526699,0,0,0.0374064367312789,0
SLC25A33,0.067283153790893,0.0272274649804768,0.0783071802133273,0.0831927282450156,0.117587030764111,0.072663138054899,0.0639700974228585,0.0467363138145508,0.276322188511928,0.239052509734641,0,0.177599039080373,0
TMEM201,0.00113505922441725,0,0.00980599936556833,0,0.0157995589021868,0,0,0,0,0.0335519311963431,0,0.0192027005319271,0
PIK3CD,0.0142658244377891,0.0266583806667079,0.0184290223022734,0.0305039311565442,0.0323820525945214,0,0.138920901229302,0.0258257447982049,0.00584280146517929,0,0,0.0410550156644442,0
C1orf200,0,0,0,0,0,0,0,0,0.00934023373001612,0,0,0.0370304416439854,0
RP11-558F24.4,0,0,0,0,0.0110897781441922,0,0.0135422976125662,0,0,0,0,0,0
CLSTN1,0.0274642417966318,0.0380539353495969,0.0298866458931273,0.0346657406785117,0.0134589585733692,0.0747080487990324,0.0402127503888145,0.0621564983804249,0.0233299118330028,0,0,0,0
CTNNBIP1,0.0721338215623255,0,0.049827670487635,0.0725171048706196,0.0290768104339196,0.0786310958413107,0.17496655986108,0,0.340235425456295,0,0,0.131737210406562,0
LZIC,0.096447783731728,0.159467143115288,0.150525288624184,0.170169743556244,0.0704634030597465,0.240348730126645,0.140157558932581,0.128137156739911,0.118710930001962,0.135386604261346,0,0.189181378035291,0
NMNAT1,0.019444315147477,0.0297275104096788,0.00943000892250482,0.00906960712606978,0.0160913838861738,0,0.0138661084785984,0,0.030629451762561,0,0,0.0340749642821618,0
RBP7,0.0157512627784672,0,0.00901519830031153,0,0,0,0,0,0,0,0,0,0
UBE4B,0.0261730019632259,0.0255883324958373,0.0214422657835103,0.042092744615261,0.0307023755324093,0,0.0607587180490915,0.0645369667486218,0.0784274980192454,0,0,0.0204692468164515,0
KIF1B,0.0537365311304496,0,0.00936617296276773,0.0117516972171218,0,0,0.0360329931253891,0,0.0293360721236986,0,0,0.0775919901674804,0
PGD,0.471479904002611,0.0808206483531482,0.071124574518901,0.0387689187735004,0.129185337163373,0.146081469550682,0.0516786617966293,0.022913976277816,0.35558971634981,0.146427663569903,0,0.323318621376344,0
APITD1,0.00654027610963778,0.0555986487310521,0.0518721686717647,0.0117585712866299,0.0412681063637123,0,0.0776440649621526,0.134066598837862,0.0404825937647108,0.127151649072646,0,0.0629122405498495,0
DFFA,0.0392377348001624,0.086668922044944,0.0856709598276098,0.0361081443012384,0.0272297104643979,0.139199086803134,0.0371413085091937,0.049231624602671,0.0568039071105712,0.255314865434571,0,0.179688546646316,0
PEX14,0.0110682946295593,0.0510396467876188,0,0.00906960712606978,0.0400355339232435,0.0723368253990103,0.0551258749096989,0.0716455502511443,0.0103101825219604,0.0158522910958671,0,0.0823257974373788,0
CASZ1,0.00414197078809988,0,0,0,0,0,0,0,0.00658150994670634,0.0140620125314938,0,0.0181111404747163,0
TARDBP,0.0815471024451784,0.16918960553206,0.156794994841081,0.0652025898388064,0.16917690224762,0.0798531101074514,0.136937905027448,0.465073632034237,0.162106036798505,0.248087254350607,0,0.173152605372305,0
RP4-635E18.8,0,0,0.00876230012369759,0,0,0,0,0,0.00711690964524016,0,0,0,0
SRM,0.0180497034169293,0.240693601814773,0.142614493452658,0.0312766137051979,0.224405473329248,0.54922548227836,0.404919313716894,0.0967975422490519,0.0874337849259118,1.54499451237866,2.11168655381106,0.25969769016571,0
EXOSC10,0.022735972041009,0.0856519791634935,0.0190686170996329,0.0103213781804762,0.0254575186111482,0.0687601378583965,0.0593408039896182,0.0756890528079035,0.0652638941978043,0.0563399451738486,0,0.0547671934561888,0
MTOR,0.0072815370032863,0,0.00968585465711153,0,0,0,0,0,0.0153328000948748,0,0,0.0208794607793411,0
UBIAD1,0.0230793267057436,0.0857240508466987,0.0856884157404923,0.0232498908466335,0.055196019139006,0.0834806126532941,0.0255853741008094,0.0889201626721271,0.0427247790562877,0.12344656579188,0,0.107492246863478,0
FBXO2,0.00112005107925267,0,0,0,0,0,0.0133414340498541,0,0,0,0,0,0
FBXO44,0.00132754427704132,0.104761303425341,0,0.0356031899610114,0,0,0.0131065881645267,0.0593312202941847,0,0.0394809323386675,0,0.0737372997280762,0
FBXO6,0.390654216836107,0,0.0601797824883338,0.587354054981735,0.363288948957839,0.0778537814349648,0.152469105456576,0.0891397747671838,0.391681842109602,0.274721907920252,0,0.547867163304547,0
MAD2L2,0.150215402194029,0.0264605435837152,0.0821233534929937,0.19074495286561,0.12022675048746,0.294883487585166,0.0825318274507799,0.159642649016683,0.234433060288506,0.0217432986797337,0,0.392053568189,0
DRAXIN,0,0,0,0,0,0,0,0,0,0,0,0,0
AGTRAP,0.361991356397766,0,0.0518795393565292,0.405112966924142,0.0276072726361468,0.0815791556040603,0.0557620131945467,0,0.0612988231748294,0.0174419670045496,0,0.0940610418770121,0
MTHFR,0.0278753996643837,0.0283886625552018,0.00907777602223889,0.0924098610211039,0.0146368763986033,0.0815791556040603,0,0,0.0255079101045926,0.0158522910958671,0,0.111191323320935,0
CLCN6,0.0171115117183435,0,0,0,0,0,0.0164512879272154,0,0.0255921483039244,0,0,0.017116105074977,0
NPPA-AS1,0.00168221099015134,0,0,0,0,0.0747080487990324,0,0,0,0,0,0,0
KIAA2013,0.0288266862417111,0.0567046846421246,0.0226076030329559,0.0547235117454561,0.0296180167398936,0,0.0131488440186278,0,0.0447422071014746,0.0412184196291012,0,0.114115188550616,0
PLOD1,0.0104224612104082,0,0,0.0224336267536296,0,0,0,0,0.0153942455293655,0,0,0,0
MFN2,0.0275211432010519,0,0.00858313022271,0.0219017595183976,0.0310580382039929,0,0,0,0.00493093239459574,0.020053575475496,0,0.0213195844732407,0
MIIP,0.106606471126624,0.0204169940174034,0.0189968119397492,0.0938347858690334,0.0701699253428173,0.0767650302577731,0.063588755381241,0.0196874203185017,0.0614583406951468,0.0632782451464654,0,0.229424698312838,0
TNFRSF8,0.0093127870361831,0,0,0.0335816709416557,0,0,0,0,0,0,0,0,0
TNFRSF1B,0.362386668016984,0.0695457105470003,0.130139334837415,0.46178121341225,0.0954165649146761,0.264289409331997,0.11447683167755,0.0997741994497629,0.238149940015839,0.195734320250117,0,0.501632021067851,0
VPS13D,0.00852676315870623,0,0.00966286983751393,0.0248274040714827,0.0140798603960877,0,0,0.0196622470071519,0.0133847645701444,0,0,0.074379949527719,0
DHRS3,0.00146532932590334,0.0586533516601348,0.0184753341249573,0.00906960712606978,0,0,0.0131065881645267,0.106577691440598,0.0229498630705864,0.0326009800138055,0,0,0
PDPN,0.0336057853932598,0,0,0,0,0,0,0,0,0,0,0,0
PRDM2,0.0588701303764285,0.055605164537969,0.0387483722928742,0.0586356644988963,0.209302795389008,0,0.0654297832852299,0.194043054420382,0.0432971556033803,0.147912639529207,0,0.0584877746287725,0
TMEM51,0.121761109871281,0,0,0.230739808148714,0,0,0,0,0.196341362805198,0,0,0.01899433495745,0
FHAD1,0.00381852506200952,0,0,0,0,0,0,0,0,0,0,0,0
RP3-467K16.4,0,0,0.0111821728057053,0,0,0,0,0,0,0,0,0,0
EFHD2,0.321226774812951,0.0574422905094038,0.0492200710274362,0.228988406206682,0.0263861775197509,0.232283174891079,0.419289655506824,0.0226067770838513,0.377009447078549,0.101822836704735,0,0.269759268650052,0
CASP9,0.0090640037327817,0,0,0.0115630574446861,0,0.0834806126532941,0.0715450900065749,0.0176757927701931,0,0,0,0,0
DNAJC16,0.00645123493664003,0,0,0,0.0152276870209875,0,0.0134558778583175,0,0,0,0,0.0167716276018706,0
AGMAT,0.00136556229549958,0,0,0,0,0,0.0110631711977387,0,0,0,0,0,0
DDI2,0.01051550981642,0,0.0183265207321358,0.00752756598761111,0.0270805656735658,0,0.0128608493984175,0,0.00647709345749951,0.0372742169720565,0,0.0194312936372917,0
PLEKHM2,0.0755477614439609,0,0,0.0389724608182185,0.0294274461778795,0,0,0.0222174897829999,0.0260055587208304,0,0,0.0365404841839823,0
SLC25A34,0.00414279800765047,0,0,0,0,0,0,0,0,0,0,0,0
FBLIM1,0,0,0.00776572901900329,0,0.0140798603960877,0,0.0135116148039821,0,0,0,0,0,0
RP11-169K16.9,0.030926659580441,0.0589787287851566,0.0437367669536904,0.0366072440227164,0.029035855613714,0.0615559912004366,0.0451643651116103,0.0660673547533688,0.039036774229547,0,0,0.0458117264405013,0
SPEN,0.0517059494503627,0.0283613818732203,0.0277854659612721,0.0914281028036649,0.0461539834505182,0,0.088377599393396,0,0.0918695119028624,0.127699379719235,0,0.122983642024865,0
ZBTB17,0.0285160307123778,0,0.0410222192354711,0.0570736439594619,0.0417006475628847,0,0.035158297861955,0.0539885719064782,0.0495564948252487,0,0,0.0408524443669124,0
ARHGEF19,0.00340395193662057,0,0.00955009565020278,0.0118092781675445,0.0110897781441922,0,0,0,0.00436593610183752,0.0196173661157029,0,0.0356148809212398,0
RSG1,0.00134384783661094,0,0,0,0,0.0570730528779969,0,0.0234058798044661,0,0,0,0,0
FBXO42,0.013953386478734,0.0283886625552018,0.0471893319798538,0.0231679205885716,0,0.0683103954781579,0.0424309609380446,0.0468007745575244,0.0418924210374907,0.0342575204768654,0,0.0639655381365948,0
SZRD1,0.2367528800733,0.0539774673061213,0.120257064182035,0.222427982016001,0.153331333961929,0.213491625423914,0.149445379684428,0.0746840164683027,0.232738000019095,0.194044805869827,0,0.218184064494285,0
NECAP2,0.472131678624025,0.400159611770672,0.243476436675498,0.462062980178368,0.261746283318825,0.194702864749793,0.170506891713389,0.847016134028324,0.448298301427666,0.220987782666787,0,0.43594024214384,1.34361157123749
RP4-798A10.2,0.00127176924600247,0,0.00823970990818639,0.0241952280234038,0.014996166929672,0,0,0,0.0130367912780544,0,0,0.0196854519907094,0
NBPF1,0.0141151919610312,0,0.00958916554159065,0.0234265905040684,0,0.0683103954781579,0.0134007949744186,0,0,0.0181915355970984,0,0,0
CROCCP2,0.0167884344055932,0.115823849757392,0.0183332214288614,0.0226337543361974,0.0150641147926301,0,0.065160353079375,0.0521380409874061,0.0181369525819999,0.0140620125314938,0,0.0166989433390803,0
CROCC,0,0,0,0,0,0,0.0141900113960006,0,0,0.0162190072408737,0,0,0
RP11-108M9.4,0.0282078852970846,0.0289019347350714,0.00884077035427889,0.0691204275005466,0.0425941309844879,0,0.0140566614092827,0,0.00729669878718705,0,0,0,0
RP11-108M9.6,0.00282307165410913,0,0,0,0,0,0,0,0,0,0,0,0
ATP13A2,0.00618451823606414,0.0225967129014987,0.0379904677556889,0.0114391124970484,0,0.078658287912529,0.012470296893822,0,0,0.0164223492909799,0,0.0406839314562561,0
SDHB,0.302941200860573,0.255283562695498,0.347363053133702,0.332832311765645,0.433276170165358,0.194376552093905,0.293711196434922,0.459671830876923,0.340183296415139,0.41919847277179,0,0.337567900830496,0
PADI2,0.00185543156778413,0,0,0,0,0,0,0,0.100527693556784,0,0,0,0
PADI4,0,0,0,0,0.0115230774711288,0,0.0137253730042456,0,0.0067614991428553,0.0360769228551282,0,0.0177370363208718,0
RCC2,0.0169488326531871,0,0.0183721938949426,0.0465361631156242,0.0137372787540764,0,0.0275652749369255,0.0248319445733158,0.0591437202433468,0.0700200612139302,0,0.0409528984681095,0
ARHGEF10L,0.138024346325639,0,0,0,0,0,0,0,0.0269379943975654,0,0,0,0
ALDH4A1,0.00116685592998927,0,0,0,0,0,0,0,0,0,0,0,0
IFFO2,0.00293903161382399,0,0,0.0118371590257684,0,0,0,0,0,0,0,0,0
UBR4,0.101683726475939,0.0259180542180493,0.0195055831474331,0.0525150852125598,0.0293902726619892,0,0.0223288362409492,0,0.106186013085775,0.0142074716452744,0,0.111792471967371,0
RP1-43E13.2,0.00283494289115438,0.0275664118642213,0,0,0.0133093992914929,0,0,0.0219560558435639,0.00614385172097776,0.021239517033852,0,0.0209763190972371,0
EMC1,0.0142063616490238,0.0536826034391221,0.0712287116001091,0,0.0138920211939132,0.0795988088244672,0.0230425216660276,0.103728761771149,0.0197723790011539,0.0550077607829632,0,0.0574081617325903,0
MRTO4,0.0163658442236535,0.0450091773008125,0.0297431827586875,0.0400893181325114,0.11463709636348,0,0.0235750862535586,0.0838045191533269,0.0768503027548097,0.73394550491473,0,0.198719122187944,0
AKR7A2,0.0386649425296434,0.19366044147212,0.118139110774657,0.0753688801171454,0.26197943720276,0.213349513077122,0.241926597559736,0.113014273322817,0.0935322676155994,0.0140620125314938,0,0.254520532987351,0
PQLC2,0.0285723886441291,0,0.0190864819306006,0.0265085716565688,0,0.0726412606853931,0.0127774116638196,0,0.00662379530004803,0,0,0.0202591613685109,0
CAPZB,0.779119274128698,0.717514645676403,0.672372471527333,0.925729855447263,0.696098989032945,0.216223673520147,0.581207193560105,0.591795855590682,1.18101536105741,0.544858345269742,0,0.743809973379611,0
MINOS1,0.325154761297123,0.549397489372225,0.494010495669021,0.551507089474746,0.517347356137331,0.158747557623722,0.459884656224675,0.474169379512036,0.431072660126794,1.15249978053,0,0.85039506091812,0
NBL1,0,0.0271384194062364,0.0291295172820123,0,0,0,0.0859182646563485,0,0,0.017829612132835,0,0,0
